AID,BAO,TID,SEQLEN,PROTEINCLASS
1619620,BAO_0000357,10138,441,enzyme
1625826,BAO_0000357,12576,1070,enzyme
1701137,BAO_0000357,10839,313,enzyme
1883796,BAO_0000219,101054,500,enzyme
1632257,BAO_0000357,10193,261,enzyme
1760466,BAO_0000219,101608,1049,membrane receptor
1857759,BAO_0000019,100097,659,enzyme
1613832,BAO_0000357,11847,871,ion channel
1812151,BAO_0000357,10186,308,enzyme
1801306,BAO_0000357,55,674,enzyme
1808893,BAO_0000219,86,527,enzyme
1841934,BAO_0000357,102664,367,enzyme
1764450,BAO_0000219,101054,500,enzyme
1782644,BAO_0000357,12697,482,epigenetic regulator
1688460,BAO_0000019,13061,435,enzyme
1852930,BAO_0000357,11060,264,enzyme
1548351,BAO_0000366,23,638,enzyme
1760513,BAO_0000219,11682,706,transporter
1545251,BAO_0000219,10919,1154,enzyme
1855957,BAO_0000219,19,595,transcription factor
1736401,BAO_0000357,126,604,enzyme
1560172,BAO_0000219,12090,763,enzyme
1654403,BAO_0000357,30014,499,enzyme
1791652,BAO_0000019,12090,763,enzyme
1771680,BAO_0000357,12109,687,enzyme
1658703,BAO_0000019,30016,675,enzyme
1862812,BAO_0000219,11398,1280,transporter
1772844,BAO_0000219,51,422,membrane receptor
1552123,BAO_0000357,10044,391,enzyme
1797482,BAO_0000357,20025,540,enzyme
1565754,BAO_0000219,109514,655,enzyme
1860787,BAO_0000219,101608,1049,membrane receptor
1861058,BAO_0000219,11398,1280,transporter
1659258,BAO_0000357,12683,436,enzyme
1575029,BAO_0000357,11307,1215,epigenetic regulator
1842057,BAO_0000219,10280,445,membrane receptor
1554263,BAO_0000357,12694,1187,enzyme
1832075,BAO_0000219,19,595,transcription factor
1911887,BAO_0000019,266,463,transcription factor
1794870,BAO_0000357,118195,375,enzyme
1587903,BAO_0000357,93,614,enzyme
1844802,BAO_0000357,101495,416,enzyme
1622886,BAO_0000219,12576,1070,enzyme
1555240,BAO_0000357,11727,555,enzyme
1550077,BAO_0000219,114,326,membrane receptor
1613606,BAO_0000357,20113,460,transcription factor
1850563,BAO_0000219,100974,655,transporter
1686981,BAO_0000357,100193,303,enzyme
1720304,BAO_0000357,93,614,enzyme
1780505,BAO_0000219,11084,350,membrane receptor
1862779,BAO_0000019,116989,540,epigenetic regulator
1668070,BAO_0000019,12665,706,enzyme
1924511,BAO_0000357,103725,391,ion channel
1899764,BAO_0000357,10907,603,enzyme
1764872,BAO_0000219,19,595,transcription factor
1875438,BAO_0000219,11208,428,epigenetic regulator
1911885,BAO_0000019,275,462,transcription factor
1553862,BAO_0000219,114,326,membrane receptor
1764718,BAO_0000357,11638,360,enzyme
1665975,BAO_0000219,133,505,transcription factor
1911024,BAO_0000219,11280,1212,membrane receptor
1700905,BAO_0000357,100594,863,enzyme
1912202,BAO_0000357,12694,1187,enzyme
1770030,BAO_0000357,10594,941,enzyme
1589792,BAO_0000219,133,505,transcription factor
1681028,BAO_0000357,10938,1132,enzyme
1566578,BAO_0000357,165,1159,ion channel
1910961,BAO_0000357,100624,263,enzyme
1855747,BAO_0000219,11398,1280,transporter
1567376,BAO_0000357,10193,261,enzyme
1572287,BAO_0000219,19905,422,membrane receptor
1587141,BAO_0000357,126,604,enzyme
1560167,BAO_0000219,10980,1356,enzyme
1900330,BAO_0000019,12694,1187,enzyme
1582558,BAO_0000219,11398,1280,transporter
1617390,BAO_0000219,11847,871,ion channel
1583975,BAO_0000219,9,1210,enzyme
1552124,BAO_0000357,12780,350,enzyme
1689805,BAO_0000019,10711,689,enzyme
1873878,BAO_0000357,105596,533,enzyme
1868866,BAO_0000357,227,481,membrane receptor
1613002,BAO_0000219,101300,464,enzyme
1923395,BAO_0000219,10627,440,membrane receptor
1789613,BAO_0000019,11512,328,enzyme
1760892,BAO_0000019,11941,816,enzyme
1771645,BAO_0000219,103454,1362,epigenetic regulator
1810389,BAO_0000220,100193,303,enzyme
1682838,BAO_0000357,105196,1102,enzyme
1841862,BAO_0000019,100594,863,enzyme
1784579,BAO_0000357,11149,1388,enzyme
1688593,BAO_0000357,72,443,membrane receptor
1589858,BAO_0000357,11154,582,enzyme
1758691,BAO_0000219,12697,482,epigenetic regulator
1698121,BAO_0000219,101412,1119,ion channel
1735048,BAO_0000357,10938,1132,enzyme
1855745,BAO_0000219,11398,1280,transporter
1630568,BAO_0000219,259,360,membrane receptor
1901498,BAO_0000357,11440,462,ion channel
1657315,BAO_0000019,71,419,enzyme
1922364,BAO_0000219,11359,809,enzyme
1729910,BAO_0000219,10919,1154,enzyme
1622885,BAO_0000219,12576,1070,enzyme
1684262,BAO_0000019,10332,524,enzyme
1583336,BAO_0000219,10982,465,membrane receptor
1771939,BAO_0000357,6,187,enzyme
1791551,BAO_0000357,174,530,transcription factor
1760055,BAO_0000219,240,454,transcription factor
1827453,BAO_0000019,104,520,enzyme
1814790,BAO_0000019,107,471,membrane receptor
1861379,BAO_0000357,12952,459,enzyme
1567377,BAO_0000357,15,260,enzyme
1577953,BAO_0000357,243,967,enzyme
1712830,BAO_0000357,11225,406,enzyme
1660545,BAO_0000219,130,400,membrane receptor
1844236,BAO_0000357,11206,488,epigenetic regulator
1685483,BAO_0000357,13061,435,enzyme
1699599,BAO_0000219,11847,871,ion channel
1690520,BAO_0000219,10209,479,membrane receptor
1558045,BAO_0000357,108054,1214,epigenetic regulator
1563412,BAO_0000357,10193,261,enzyme
1589854,BAO_0000357,12592,707,enzyme
1858931,BAO_0000219,10938,1132,enzyme
1671584,BAO_0000219,100010,779,enzyme
1803523,BAO_0000357,20014,403,enzyme
1761124,BAO_0000219,10599,736,enzyme
1888588,BAO_0000357,100097,659,enzyme
1689804,BAO_0000019,11149,1388,enzyme
1721262,BAO_0000357,10980,1356,enzyme
1794645,BAO_0000019,11359,809,enzyme
1804104,BAO_0000219,133,505,transcription factor
1589258,BAO_0000357,104670,417,enzyme
1902910,BAO_0000219,11307,1215,epigenetic regulator
1549761,BAO_0000357,142,358,membrane receptor
1811200,BAO_0000019,102439,852,epigenetic regulator
1558044,BAO_0000219,107998,1050,epigenetic regulator
1969966,BAO_0000357,10188,360,enzyme
1909302,BAO_0000219,100624,263,enzyme
1764478,BAO_0000219,20174,395,membrane receptor
1890261,BAO_0000251,65,503,enzyme
1684263,BAO_0000019,11922,473,enzyme
1633969,BAO_0000219,104,520,enzyme
1796365,BAO_0000219,12448,933,enzyme
1898860,BAO_0000357,10532,602,enzyme
1870780,BAO_0000019,11291,579,enzyme
1664530,BAO_0000019,100450,361,enzyme
1584620,BAO_0000019,30025,545,enzyme
1776530,BAO_0000219,10280,445,membrane receptor
1544506,BAO_0000357,11409,393,enzyme
1913283,BAO_0000219,11912,434,transcription factor
1666009,BAO_0000219,88,446,membrane receptor
1660555,BAO_0000219,72,443,membrane receptor
1654945,BAO_0000219,103725,391,ion channel
1618825,BAO_0000219,11307,1215,epigenetic regulator
1573521,BAO_0000219,72,443,membrane receptor
1816968,BAO_0000219,100413,822,enzyme
1584540,BAO_0000357,10138,441,enzyme
1774684,BAO_0000357,11177,1044,enzyme
1831522,BAO_0000357,103454,1362,epigenetic regulator
1829981,BAO_0000219,101510,239,enzyme
1573524,BAO_0000219,90,419,membrane receptor
1626048,BAO_0000219,20113,460,transcription factor
1715072,BAO_0000357,10069,253,enzyme
1855924,BAO_0000219,11272,223,membrane receptor
1763431,BAO_0000357,10869,377,epigenetic regulator
1673576,BAO_0000219,133,505,transcription factor
1649650,BAO_0000219,11540,1480,ion channel
1911240,BAO_0000219,11140,766,enzyme
1615977,BAO_0000219,105440,746,epigenetic regulator
1769487,BAO_0000357,104,520,enzyme
1895022,BAO_0000357,10702,478,enzyme
1924910,BAO_0000357,11177,1044,enzyme
1757986,BAO_0000219,108,458,membrane receptor
1557990,BAO_0000357,11362,1068,enzyme
1691998,BAO_0000219,10635,502,ion channel
1615903,BAO_0000219,51,422,membrane receptor
1553992,BAO_0000219,11084,350,membrane receptor
1823715,BAO_0000219,72,443,membrane receptor
1897144,BAO_0000357,100126,766,enzyme
1568318,BAO_0000219,11451,1390,enzyme
1822392,BAO_0000219,105602,394,ion channel
1829870,BAO_0000019,10567,745,enzyme
1829490,BAO_0000219,12021,347,epigenetic regulator
1577466,BAO_0000219,30037,465,enzyme
1690987,BAO_0000357,10193,261,enzyme
1663607,BAO_0000357,105346,253,enzyme
1970419,BAO_0000221,11177,1044,enzyme
1924897,BAO_0000219,19639,460,enzyme
1778027,BAO_0000219,10397,872,ion channel
1589208,BAO_0000019,103508,578,enzyme
1588251,BAO_0000357,11180,486,transcription factor
1549762,BAO_0000357,10329,390,membrane receptor
1616973,BAO_0000219,101181,608,epigenetic regulator
1586952,BAO_0000019,234,1367,enzyme
1628642,BAO_0000219,10635,502,ion channel
1865791,BAO_0000219,10209,479,membrane receptor
1923009,BAO_0000219,43,413,membrane receptor
1832932,BAO_0000219,10927,389,membrane receptor
1658036,BAO_0000219,10906,635,enzyme
1923243,BAO_0000219,11631,382,membrane receptor
1565336,BAO_0000219,11173,492,transporter
1924259,BAO_0000219,11904,397,ion channel
1769461,BAO_0000219,12697,482,epigenetic regulator
1709458,BAO_0000219,107,471,membrane receptor
1885921,BAO_0000357,10980,1356,enzyme
1719135,BAO_0000357,11177,1044,enzyme
1922072,BAO_0000357,10532,602,enzyme
1877088,BAO_0000019,9,1210,enzyme
1880155,BAO_0000357,11570,631,enzyme
1817340,BAO_0000357,30043,311,enzyme
1765363,BAO_0000357,11942,431,enzyme
1867248,BAO_0000219,51,422,membrane receptor
1909513,BAO_0000357,9,1210,enzyme
1588366,BAO_0000019,10599,736,enzyme
1566417,BAO_0000357,10198,613,ion channel
1541784,BAO_0000357,11293,329,enzyme
1728756,BAO_0000019,103454,1362,epigenetic regulator
1671313,BAO_0000219,278,332,membrane receptor
1684313,BAO_0000219,9,1210,enzyme
1645423,BAO_0000219,104,520,enzyme
1548418,BAO_0000357,11362,1068,enzyme
1766151,BAO_0000219,10209,479,membrane receptor
1622453,BAO_0000357,10839,313,enzyme
1879130,BAO_0000219,12670,993,enzyme
1813253,BAO_0000219,103644,476,enzyme
1647794,BAO_0000019,11177,1044,enzyme
1650403,BAO_0000357,101277,152,enzyme
1798382,BAO_0000219,13004,503,enzyme
1575776,BAO_0000357,103936,370,enzyme
1844456,BAO_0000357,104279,518,enzyme
1923354,BAO_0000219,247,442,membrane receptor
1622454,BAO_0000357,30043,311,enzyme
1812145,BAO_0000357,10193,261,enzyme
1868859,BAO_0000219,252,412,membrane receptor
1827452,BAO_0000019,86,527,enzyme
1646098,BAO_0000019,11512,328,enzyme
1877089,BAO_0000019,9,1210,enzyme
1677037,BAO_0000019,10869,377,epigenetic regulator
1844703,BAO_0000019,19639,460,enzyme
1863749,BAO_0000220,13053,387,enzyme
1646280,BAO_0000219,188,1255,enzyme
1656356,BAO_0000357,6,187,enzyme
1629193,BAO_0000357,11504,486,enzyme
1810390,BAO_0000220,105457,337,enzyme
1810765,BAO_0000357,108000,597,epigenetic regulator
1619702,BAO_0000357,10264,821,enzyme
1765492,BAO_0000019,8,1130,enzyme
1759878,BAO_0000219,103454,1362,epigenetic regulator
1552596,BAO_0000219,72,443,membrane receptor
1888587,BAO_0000357,242,316,enzyme
1793824,BAO_0000357,11871,470,enzyme
1849371,BAO_0000357,103982,518,transcription factor
1890496,BAO_0000219,11882,384,enzyme
1923826,BAO_0000357,11451,1390,enzyme
1565267,BAO_0000219,103454,1362,epigenetic regulator
1706544,BAO_0000357,10980,1356,enzyme
1737124,BAO_0000357,100097,659,enzyme
1712875,BAO_0000357,109917,824,enzyme
1778827,BAO_0000219,10978,417,enzyme
1868987,BAO_0000357,119238,426,enzyme
1769908,BAO_0000219,146,477,membrane receptor
1549340,BAO_0000357,11063,337,enzyme
1771289,BAO_0000357,10980,1356,enzyme
1562015,BAO_0000219,101300,464,enzyme
1758863,BAO_0000019,11939,1102,enzyme
1560970,BAO_0000357,11261,418,membrane receptor
1902915,BAO_0000219,12021,347,epigenetic regulator
1725518,BAO_0000019,117437,411,enzyme
1665869,BAO_0000357,11060,264,enzyme
1589061,BAO_0000019,30025,545,enzyme
1921829,BAO_0000019,12952,459,enzyme
1575704,BAO_0000219,121,630,transporter
1898526,BAO_0000220,13053,387,enzyme
1793635,BAO_0000357,10849,1124,enzyme
1816839,BAO_0000219,51,422,membrane receptor
1924239,BAO_0000219,11904,397,ion channel
1897665,BAO_0000357,103454,1362,epigenetic regulator
1680432,BAO_0000019,101608,1049,membrane receptor
1823976,BAO_0000019,11188,509,enzyme
1797186,BAO_0000019,84,514,enzyme
1828793,BAO_0000219,11149,1388,enzyme
1794704,BAO_0000019,107979,470,transcription factor
1738572,BAO_0000019,102631,316,enzyme
1555231,BAO_0000357,10199,334,enzyme
1575928,BAO_0000219,114,326,membrane receptor
1626251,BAO_0000357,11362,1068,enzyme
1655125,BAO_0000357,86,527,enzyme
1902602,BAO_0000357,10919,1154,enzyme
1863252,BAO_0000219,103936,370,enzyme
1628978,BAO_0000357,20014,403,enzyme
1844758,BAO_0000019,20020,1311,enzyme
1898987,BAO_0000019,13061,435,enzyme
1907411,BAO_0000019,10869,377,epigenetic regulator
1853362,BAO_0000357,12697,482,epigenetic regulator
1541258,BAO_0000219,101414,488,enzyme
1794715,BAO_0000357,10781,344,enzyme
1920696,BAO_0000219,11723,482,enzyme
1829980,BAO_0000219,101502,426,enzyme
1706756,BAO_0000357,126,604,enzyme
1584864,BAO_0000219,100467,500,transporter
1921754,BAO_0000357,100193,303,enzyme
1912898,BAO_0000219,103454,1362,epigenetic regulator
1645814,BAO_0000019,55,674,enzyme
1904131,BAO_0000219,101608,1049,membrane receptor
1879131,BAO_0000219,10939,745,enzyme
1812152,BAO_0000357,11060,264,enzyme
1659255,BAO_0000357,12683,436,enzyme
1685750,BAO_0000219,51,422,membrane receptor
1666425,BAO_0000019,104265,947,epigenetic regulator
1663046,BAO_0000219,10904,648,enzyme
1812091,BAO_0000357,102439,852,epigenetic regulator
1572464,BAO_0000219,105247,362,enzyme
1551382,BAO_0000357,12952,459,enzyme
1619705,BAO_0000357,10980,1356,enzyme
1888736,BAO_0000219,10209,479,membrane receptor
1560760,BAO_0000219,116492,496,enzyme
1803885,BAO_0000219,10197,420,enzyme
1553894,BAO_0000357,15,260,enzyme
1565823,BAO_0000019,11177,1044,enzyme
1792058,BAO_0000357,101598,509,enzyme
1798195,BAO_0000219,11265,364,membrane receptor
1691316,BAO_0000019,100790,601,enzyme
1789638,BAO_0000357,100990,671,enzyme
1660546,BAO_0000219,107,471,membrane receptor
1576560,BAO_0000019,12665,706,enzyme
1878771,BAO_0000219,101611,941,enzyme
1713837,BAO_0000219,252,412,membrane receptor
1616175,BAO_0000019,11242,1052,enzyme
1625933,BAO_0000357,11110,467,enzyme
1682164,BAO_0000219,72,443,membrane receptor
1842976,BAO_0000219,12252,501,enzyme
1677400,BAO_0000219,100431,300,membrane receptor
1583942,BAO_0000219,20113,460,transcription factor
1853010,BAO_0000219,104,520,enzyme
1720584,BAO_0000357,20025,540,enzyme
1697750,BAO_0000019,30037,465,enzyme
1875987,BAO_0000221,12694,1187,enzyme
1873796,BAO_0000219,100304,239,ion channel
1579079,BAO_0000357,10193,261,enzyme
1914610,BAO_0000357,13061,435,enzyme
1846641,BAO_0000357,126,604,enzyme
1633897,BAO_0000019,11409,393,enzyme
1712214,BAO_0000219,11942,431,enzyme
1891009,BAO_0000357,10197,420,enzyme
1768207,BAO_0000019,10188,360,enzyme
1776431,BAO_0000357,12697,482,epigenetic regulator
1832919,BAO_0000019,102439,852,epigenetic regulator
1850996,BAO_0000019,100875,832,epigenetic regulator
1672940,BAO_0000357,10919,1154,enzyme
1784449,BAO_0000219,103454,1362,epigenetic regulator
1679287,BAO_0000357,12952,459,enzyme
1633058,BAO_0000219,11398,1280,transporter
1681594,BAO_0000357,10517,493,ion channel
1654437,BAO_0000219,252,412,membrane receptor
1911577,BAO_0000019,11523,593,enzyme
1660112,BAO_0000219,11882,384,enzyme
1560779,BAO_0000357,11307,1215,epigenetic regulator
1901010,BAO_0000219,115990,774,enzyme
1901042,BAO_0000357,12684,406,enzyme
1842975,BAO_0000357,12252,501,enzyme
1664709,BAO_0000357,30005,372,enzyme
1660544,BAO_0000219,72,443,membrane receptor
1645898,BAO_0000219,10904,648,enzyme
1866945,BAO_0000219,104,520,enzyme
1862778,BAO_0000019,116982,506,epigenetic regulator
1615904,BAO_0000219,10627,440,membrane receptor
1812671,BAO_0000219,12697,482,epigenetic regulator
1815522,BAO_0000357,12670,993,enzyme
1575930,BAO_0000219,280,318,membrane receptor
1621581,BAO_0000219,114,326,membrane receptor
1672254,BAO_0000019,20095,465,enzyme
1662941,BAO_0000357,238,976,enzyme
1829979,BAO_0000219,10857,407,enzyme
1672744,BAO_0000019,10732,592,enzyme
1692061,BAO_0000219,165,1159,ion channel
1696083,BAO_0000219,72,443,membrane receptor
1627474,BAO_0000357,10532,602,enzyme
1871160,BAO_0000219,12840,972,enzyme
1660561,BAO_0000219,72,443,membrane receptor
1808987,BAO_0000219,72,443,membrane receptor
1617651,BAO_0000357,100217,233,ion channel
1657657,BAO_0000357,15,260,enzyme
1788653,BAO_0000219,12252,501,enzyme
1816946,BAO_0000019,20025,540,enzyme
1836632,BAO_0000357,10044,391,enzyme
1582623,BAO_0000357,20113,460,transcription factor
1584466,BAO_0000219,11272,223,membrane receptor
1582552,BAO_0000357,108,458,membrane receptor
1554266,BAO_0000357,10849,1124,enzyme
1777768,BAO_0000357,10378,339,enzyme
1616974,BAO_0000019,103590,375,epigenetic regulator
1644875,BAO_0000019,188,1255,enzyme
1858564,BAO_0000219,101568,1041,membrane receptor
1840933,BAO_0000219,10201,283,enzyme
1589207,BAO_0000019,103630,564,transporter
1633064,BAO_0000019,12090,763,enzyme
1809825,BAO_0000219,10103,257,membrane receptor
1570258,BAO_0000357,80,108,enzyme
1621577,BAO_0000219,227,481,membrane receptor
1551210,BAO_0000357,12697,482,epigenetic regulator
1902918,BAO_0000357,11939,1102,enzyme
1556248,BAO_0000357,104,520,enzyme
1794873,BAO_0000357,12724,740,enzyme
1846389,BAO_0000219,100486,784,membrane receptor
1848166,BAO_0000357,62,765,enzyme
1662570,BAO_0000357,101024,528,enzyme
1867397,BAO_0000357,105451,189,enzyme
1701991,BAO_0000219,100431,300,membrane receptor
1714736,BAO_0000219,11541,503,enzyme
1730065,BAO_0000019,20020,1311,enzyme
1691138,BAO_0000357,194,488,enzyme
1667779,BAO_0000357,12952,459,enzyme
1619701,BAO_0000357,10266,822,enzyme
1824604,BAO_0000219,105674,264,enzyme
1709232,BAO_0000357,93,614,enzyme
1662361,BAO_0000219,10417,595,ion channel
1865759,BAO_0000219,104,520,enzyme
1714578,BAO_0000357,30043,311,enzyme
1888413,BAO_0000219,11663,1014,enzyme
1653530,BAO_0000357,100624,263,enzyme
1770084,BAO_0000219,9,1210,enzyme
1685101,BAO_0000357,100080,591,enzyme
1923353,BAO_0000219,249,427,membrane receptor
1577554,BAO_0000357,11534,331,enzyme
1682729,BAO_0000019,10919,1154,enzyme
1831283,BAO_0000219,10869,377,epigenetic regulator
1841861,BAO_0000019,101379,925,enzyme
1628119,BAO_0000357,9,1210,enzyme
1556878,BAO_0000357,11307,1215,epigenetic regulator
1690772,BAO_0000219,10594,941,enzyme
1920527,BAO_0000357,100097,659,enzyme
1902603,BAO_0000357,10938,1132,enzyme
1855695,BAO_0000219,101568,1041,membrane receptor
1709739,BAO_0000357,12252,501,enzyme
1666011,BAO_0000219,72,443,membrane receptor
1660542,BAO_0000219,88,446,membrane receptor
1857760,BAO_0000219,100097,659,enzyme
1849691,BAO_0000357,105596,533,enzyme
1718275,BAO_0000019,30037,465,enzyme
1545082,BAO_0000219,51,422,membrane receptor
1567441,BAO_0000219,20092,672,transporter
1795140,BAO_0000019,9,1210,enzyme
1581703,BAO_0000357,11451,1390,enzyme
1563782,BAO_0000219,10980,1356,enzyme
1894749,BAO_0000219,15,260,enzyme
1772846,BAO_0000219,72,443,membrane receptor
1704128,BAO_0000019,101234,359,enzyme
1660119,BAO_0000357,11882,384,enzyme
1886404,BAO_0000019,242,316,enzyme
1724603,BAO_0000219,133,505,transcription factor
1572882,BAO_0000357,12923,262,enzyme
1873879,BAO_0000357,105596,533,enzyme
1772158,BAO_0000357,10656,770,membrane receptor
1880807,BAO_0000219,9,1210,enzyme
1924392,BAO_0000357,20095,465,enzyme
1893169,BAO_0000219,10599,736,enzyme
1811033,BAO_0000357,102439,852,epigenetic regulator
1706503,BAO_0000019,12594,516,enzyme
1697373,BAO_0000219,117438,520,enzyme
1645124,BAO_0000019,10599,736,enzyme
1657658,BAO_0000019,12896,312,enzyme
1784251,BAO_0000357,12955,714,enzyme
1793839,BAO_0000219,101600,323,enzyme
1613605,BAO_0000357,11269,447,transcription factor
1699069,BAO_0000219,93,614,enzyme
1922230,BAO_0000019,11398,1280,transporter
1573152,BAO_0000219,12576,1070,enzyme
1738682,BAO_0000019,103454,1362,epigenetic regulator
1899714,BAO_0000357,103430,977,enzyme
1547165,BAO_0000357,100079,1114,enzyme
1736933,BAO_0000219,280,318,membrane receptor
1771435,BAO_0000357,10003,412,enzyme
1705765,BAO_0000357,10170,231,enzyme
1680433,BAO_0000357,165,1159,ion channel
1561969,BAO_0000019,101373,1064,epigenetic regulator
1760893,BAO_0000019,11941,816,enzyme
1661730,BAO_0000219,100,617,transporter
1566481,BAO_0000219,10517,493,ion channel
1800949,BAO_0000219,93,614,enzyme
1901041,BAO_0000357,12683,436,enzyme
1841432,BAO_0000219,103982,518,transcription factor
1629476,BAO_0000219,25,777,transcription factor
1875442,BAO_0000219,11307,1215,epigenetic regulator
1645815,BAO_0000357,55,674,enzyme
1563480,BAO_0000357,72,443,membrane receptor
1823717,BAO_0000219,90,419,membrane receptor
1660109,BAO_0000219,11882,384,enzyme
1862332,BAO_0000357,11362,1068,enzyme
1776286,BAO_0000357,10811,1354,enzyme
1565752,BAO_0000357,12725,855,enzyme
1764202,BAO_0000357,12697,482,epigenetic regulator
1814623,BAO_0000357,194,488,enzyme
1922003,BAO_0000357,12840,972,enzyme
1872208,BAO_0000219,100010,779,enzyme
1660556,BAO_0000219,72,443,membrane receptor
1892112,BAO_0000219,10627,440,membrane receptor
1719214,BAO_0000219,11177,1044,enzyme
1622920,BAO_0000357,100948,999,enzyme
1659722,BAO_0000019,30,517,enzyme
1772843,BAO_0000219,10627,440,membrane receptor
1560520,BAO_0000357,13001,660,enzyme
1902577,BAO_0000357,11201,737,enzyme
1737957,BAO_0000219,10627,440,membrane receptor
1554146,BAO_0000357,10197,420,enzyme
1622880,BAO_0000019,11362,1068,enzyme
1586949,BAO_0000357,234,1367,enzyme
1566137,BAO_0000019,15,260,enzyme
1832466,BAO_0000357,103454,1362,epigenetic regulator
1572883,BAO_0000357,12923,262,enzyme
1686334,BAO_0000357,101412,1119,ion channel
1923700,BAO_0000019,86,527,enzyme
1911676,BAO_0000219,11523,593,enzyme
1712876,BAO_0000219,109917,824,enzyme
1565757,BAO_0000357,194,488,enzyme
1803911,BAO_0000219,121,630,transporter
1717566,BAO_0000357,10517,493,ion channel
1724368,BAO_0000219,10133,423,transcription factor
1582060,BAO_0000219,9,1210,enzyme
1843547,BAO_0000019,11523,593,enzyme
1655133,BAO_0000357,10198,613,ion channel
1625603,BAO_0000219,12949,508,enzyme
1908805,BAO_0000019,103454,1362,epigenetic regulator
1706570,BAO_0000357,11473,824,enzyme
1908867,BAO_0000219,91,271,enzyme
1588028,BAO_0000357,100854,651,enzyme
1586950,BAO_0000357,11678,298,enzyme
1869475,BAO_0000357,104,520,enzyme
1841563,BAO_0000357,11177,1044,enzyme
1662938,BAO_0000357,12627,1089,enzyme
1909870,BAO_0000357,101079,855,enzyme
1705237,BAO_0000357,12697,482,epigenetic regulator
1841863,BAO_0000019,101240,875,enzyme
1560532,BAO_0000219,100,617,transporter
1859390,BAO_0000357,104483,414,enzyme
1872197,BAO_0000219,20113,460,transcription factor
1661931,BAO_0000357,165,1159,ion channel
1650162,BAO_0000219,100990,671,enzyme
1783028,BAO_0000219,51,422,membrane receptor
1553290,BAO_0000357,104,520,enzyme
1862335,BAO_0000357,11177,1044,enzyme
1646039,BAO_0000357,13061,435,enzyme
1658035,BAO_0000357,10906,635,enzyme
1855025,BAO_0000357,102728,916,enzyme
1560166,BAO_0000019,100079,1114,enzyme
1784330,BAO_0000357,105196,1102,enzyme
1683763,BAO_0000019,10197,420,enzyme
1925022,BAO_0000357,10193,261,enzyme
1653844,BAO_0000219,100194,359,enzyme
1764267,BAO_0000357,11500,165,enzyme
1797350,BAO_0000219,130,400,membrane receptor
1864570,BAO_0000219,100949,816,enzyme
1853466,BAO_0000219,100997,352,transcription factor
1913892,BAO_0000019,10919,1154,enzyme
1844144,BAO_0000219,163,468,transcription factor
1833686,BAO_0000357,100126,766,enzyme
1850994,BAO_0000357,100875,832,epigenetic regulator
1630234,BAO_0000357,10752,756,enzyme
1636006,BAO_0000219,280,318,membrane receptor
1672745,BAO_0000219,10732,592,enzyme
1543851,BAO_0000357,10193,261,enzyme
1685743,BAO_0000219,10781,344,enzyme
1837226,BAO_0000357,10188,360,enzyme
1763656,BAO_0000219,11307,1215,epigenetic regulator
1969948,BAO_0000357,10197,420,enzyme
1829793,BAO_0000219,10752,756,enzyme
1832094,BAO_0000357,133,505,transcription factor
1821789,BAO_0000357,13061,435,enzyme
1704428,BAO_0000357,11225,406,enzyme
1560173,BAO_0000219,101014,629,enzyme
1758564,BAO_0000219,100114,529,ion channel
1832261,BAO_0000019,104483,414,enzyme
1884986,BAO_0000357,105247,362,enzyme
1651530,BAO_0000357,100079,1114,enzyme
1622625,BAO_0000019,11624,404,enzyme
1720812,BAO_0000019,13061,435,enzyme
1892823,BAO_0000357,118946,275,enzyme
1578590,BAO_0000357,126,604,enzyme
1666046,BAO_0000219,100988,618,enzyme
1913890,BAO_0000219,10849,1124,enzyme
1758710,BAO_0000019,11451,1390,enzyme
1794644,BAO_0000019,10599,736,enzyme
1682353,BAO_0000357,100193,303,enzyme
1661910,BAO_0000357,10583,536,enzyme
1832017,BAO_0000019,100949,816,enzyme
1583401,BAO_0000219,12670,993,enzyme
1551212,BAO_0000357,11208,428,epigenetic regulator
1896397,BAO_0000357,65,503,enzyme
1669916,BAO_0000357,102439,852,epigenetic regulator
1682383,BAO_0000219,11180,486,transcription factor
1763186,BAO_0000219,114,326,membrane receptor
1778170,BAO_0000357,103069,608,enzyme
1760593,BAO_0000219,51,422,membrane receptor
1645080,BAO_0000357,11180,486,transcription factor
1563757,BAO_0000357,104,520,enzyme
1591135,BAO_0000357,101608,1049,membrane receptor
1586793,BAO_0000019,107970,651,epigenetic regulator
1573077,BAO_0000019,10938,1132,enzyme
1660110,BAO_0000219,11882,384,enzyme
1842492,BAO_0000357,10904,648,enzyme
1573520,BAO_0000219,88,446,membrane receptor
1737958,BAO_0000219,10209,479,membrane receptor
1920430,BAO_0000219,100974,655,transporter
1583400,BAO_0000219,12670,993,enzyme
1765761,BAO_0000357,30023,1038,enzyme
1892820,BAO_0000221,105346,253,enzyme
1563595,BAO_0000019,55,674,enzyme
1675878,BAO_0000357,10193,261,enzyme
1625930,BAO_0000357,13001,660,enzyme
1576530,BAO_0000219,103982,518,transcription factor
1563765,BAO_0000357,103104,887,enzyme
1632851,BAO_0000357,101294,569,enzyme
1696306,BAO_0000219,100974,655,transporter
1577901,BAO_0000219,12252,501,enzyme
1769512,BAO_0000357,11287,625,enzyme
1558140,BAO_0000357,12968,444,membrane receptor
1842591,BAO_0000219,51,422,membrane receptor
1831511,BAO_0000019,20020,1311,enzyme
1582624,BAO_0000219,11269,447,transcription factor
